x,y
0.0,6.764052345967664
0.01001001001001001,5.420177228387243
0.02002002002002002,6.018778024145779
0.03003003003003003,7.300953259261518
0.04004004004004004,6.947638070230047
0.050050050050050046,4.122822220223689
0.06006006006006006,6.070208537645709
0.07007007007007007,4.988782931842442
0.08008008008008008,5.056941308366603
0.09009009009009009,5.590778682118552
0.10010010010010009,5.344243771361078
0.11011011011011011,6.6744937271831954
0.12012012012012012,6.001277965387233
0.13013013013013014,5.381935276753088
0.14014014014014015,5.724143513025706
0.15015015015015015,5.633974627674567
0.16016016016016016,6.814399393477927
0.17017017017017017,5.135182076574539
0.18018018018018017,5.673428062011261
0.19019019019019018,4.5262846410786555
0.20020020020020018,2.8474105845663216
0.21021021021021022,6.074039015860781
0.22022022022022023,6.3048766392999465
0.23023023023023023,4.7182954400540185
0.24024024024024024,7.7502351044680875
0.2502502502502503,4.046134825901736
0.2602602602602603,5.566279037821967
0.2702702702702703,5.3533566905147065
0.2802802802802803,7.093339774919018
0.2902902902902903,7.049939350480866
0.3003003003003003,5.755548026297516
0.3103103103103103,5.998783140222794
0.3203203203203203,4.752854893010528
0.3303303303303303,3.6798641924367335
0.34034034034034033,5.332768531354528
0.35035035035035034,5.85704966980468
0.36036036036036034,6.951011401448441
0.37037037037037035,6.943120589525152
0.38038038038038036,5.373433943352808
0.39039039039039036,5.478478030205445
0.40040040040040037,4.752247835733708
0.41041041041041043,4.400802883641846
0.42042042042042044,4.134570650215828
0.43043043043043044,7.81163625609265
0.44044044044044045,5.371228699129227
0.45045045045045046,5.4628265992897145
0.46046046046046046,4.668125560870994
0.47047047047047047,6.718431296772851
0.4804804804804805,4.347063113403009
0.4904904904904905,5.768240700767012
0.5005005005005005,5.105534439807325
0.5105105105105106,6.407923518880283
0.5205205205205206,5.5302359034721675
0.5305305305305306,4.880428876938648
0.5405405405405406,6.052898852742426
0.5505505505505506,6.529432971631518
0.5605605605605606,6.187638343504289
0.5705705705705706,6.4436130388809225
0.5805805805805806,5.526839067480197
0.5905905905905906,5.818440015194042
0.6006006006006006,5.52874075342525
0.6106106106106106,5.86166805968068
0.6206206206206206,5.428094959196787
0.6306306306306306,4.5349786589295835
0.6406406406406406,6.458707423535033
0.6506506506506506,5.899520365093039
0.6606606606606606,4.6911229743552765
0.6706706706706707,6.804123596867115
0.6806806806806807,5.454062996978118
0.6906906906906907,6.43332677717752
0.7007007007007007,7.130491963578938
0.7107107107107107,6.5504043321788314
0.7207207207207207,7.580842125984741
0.7307307307307307,5.2266356411078085
0.7407407407407407,6.88382312265903
0.7507507507507507,5.816691410561187
0.7607607607607607,5.650724372339639
0.7707707707707707,5.962691876777125
0.7807807807807807,6.250009029434189
0.7907907907907907,6.637746923811326
0.8008008008008007,5.436451760818245
0.8108108108108109,7.522448108575809
0.8208208208208209,7.107304081372102
